Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance OG,Performance Recov,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Expected xA,Expected A-xAG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,KP,1/3,PPA,CrsPA,PrgP
1494,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,22,2002,0,0,0,32.9,0,3,3,0,0,0,5,0,0,26,42,1,94,40,0,213,0.3,0.3,1.6,1.9,1.9,1.4,0.02,-0.3,-0.3,83,129,162,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06,32.9,97,55,57,34,6,47,80,58.8,33,28,1,27,40,137,69,0,0,12,2,16.7,0.36,0.06,0.0,0.0,26.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,63,1.92,49,2,6,2,3,1,7,0.21,6,0,1,0,0,0,30,25,54.5,1544,1852,83.4,25861,8098,24,109,37,26,129
1495,Tom Lockyer,wls WAL,DF,Luton Town,eng Premier League,30,1994,0,0,0,13.0,1,1,2,1,0,0,4,0,0,15,10,0,1,23,1,89,1.1,1.1,0.6,1.7,0.3,0.4,0.15,-0.1,-0.1,6,37,2,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,13.0,25,16,17,6,2,15,22,68.2,7,23,13,10,23,48,68,0,1,7,1,14.3,0.54,0.08,0.14,1.0,8.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,10,0.77,9,0,0,0,0,1,1,0.08,1,0,0,0,0,0,31,16,66.0,301,422,71.3,6628,3120,3,37,4,0,37
1496,Renan Lodi,br BRA,DF,Marseille,fr Ligue 1,26,1998,0,0,0,13.7,0,0,0,0,0,0,6,0,0,27,17,1,70,16,0,68,0.3,0.3,1.3,1.6,1.3,-1.3,0.05,-0.3,-0.3,25,51,77,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,13.7,24,16,8,13,3,13,21,61.9,8,7,2,5,16,40,35,0,0,6,2,33.3,0.44,0.15,0.0,0.0,22.5,3,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,27,1.97,18,8,0,0,1,0,0,0.0,0,0,0,0,0,0,7,11,38.9,579,748,77.4,9900,2568,14,37,11,7,51
1497,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28,1996,0,0,0,23.0,6,1,7,6,0,0,5,0,0,39,45,1,13,9,0,91,3.7,3.7,2.4,6.1,2.0,-1.4,0.09,2.3,2.3,73,74,113,0.26,0.04,0.3,0.26,0.3,0.16,0.1,0.26,0.16,0.26,23.0,28,18,7,14,7,15,27,55.6,12,24,12,12,9,37,10,1,6,40,14,35.0,1.74,0.61,0.15,0.43,16.6,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,51,2.22,45,0,1,3,2,0,6,0.26,3,0,1,1,1,0,43,31,58.1,619,733,84.4,8563,1765,25,50,12,1,74
1498,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20,2004,0,0,0,2.8,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,11,0.3,0.3,0.1,0.5,0.2,-0.1,0.08,-0.3,-0.3,1,2,7,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.16,0.12,0.16,2.8,0,0,0,0,0,0,3,0.0,3,7,3,4,0,0,2,0,0,4,0,0.0,1.45,0.0,0.0,0.0,13.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,3,1.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,9,30.8,31,40,77.5,349,37,3,2,0,0,2
1499,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,24,2000,0,0,0,19.9,0,1,1,0,0,0,2,0,0,32,38,1,23,12,0,123,0.5,0.5,1.3,1.9,1.8,-0.3,0.03,-0.5,-0.5,27,97,72,0.0,0.05,0.05,0.0,0.05,0.03,0.07,0.09,0.03,0.09,19.9,62,35,15,34,13,20,42,47.6,22,20,2,18,12,74,16,1,0,16,6,37.5,0.8,0.3,0.0,0.0,23.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,41,2.06,34,4,1,0,2,0,2,0.1,1,1,0,0,0,0,27,27,50.0,935,1129,82.8,13041,2865,19,81,7,0,97
1500,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,27,1997,0,0,0,30.5,6,2,8,6,0,0,7,0,0,24,34,2,25,17,0,120,6.6,6.6,2.3,8.8,3.0,-0.3,0.16,-0.6,-0.6,24,145,116,0.2,0.07,0.26,0.2,0.26,0.22,0.07,0.29,0.22,0.29,30.5,54,30,17,29,8,24,63,38.1,39,43,7,36,17,71,23,0,6,41,15,36.6,1.34,0.49,0.15,0.4,14.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,51,1.67,43,1,1,3,3,0,7,0.23,3,1,1,1,1,0,18,22,45.0,991,1241,79.9,15314,4980,20,82,26,4,145
1501,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,27,1997,0,0,0,21.0,11,7,18,11,0,0,4,0,0,28,34,12,69,9,0,89,9.1,9.1,5.2,14.3,4.8,1.8,0.14,1.9,1.9,72,97,222,0.52,0.33,0.86,0.52,0.86,0.43,0.25,0.68,0.43,0.68,21.0,20,15,2,11,7,8,22,36.4,14,19,0,19,9,29,0,1,11,67,24,35.8,3.18,1.14,0.16,0.46,14.3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,101,4.81,65,10,16,4,4,2,14,0.67,9,1,2,1,1,0,18,21,46.2,635,838,75.8,9115,2499,50,46,32,2,97
1502,Noah Loosli,ch SUI,DF,Bochum,de Bundesliga,27,1997,0,0,0,3.8,0,0,0,0,0,0,1,0,0,4,0,0,2,7,0,27,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,10,7,6,4,0,7,14,50.0,7,7,1,6,7,17,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,2,0.52,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,5,7,41.7,81,127,63.8,1325,512,0,4,1,0,6
1503,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,34,1990,31,31,2790,31.0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,33,0.0,0.0,0.3,0.3,0.2,-0.3,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,31.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,49,1.58,155,106,71.0,16,4,11,9,29.0,6,4,1,1,20.0,3,0.1,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0,5,0,100.0,773,1035,74.7,20175,14006,1,9,1,0,1
1504,David López,es ESP,DF,Girona,es La Liga,35,1989,0,0,0,21.8,3,0,3,3,0,0,4,0,0,17,15,1,0,20,0,121,2.1,1.9,0.2,2.1,0.4,-0.2,0.12,0.9,1.1,15,54,1,0.14,0.0,0.14,0.14,0.14,0.1,0.01,0.11,0.09,0.1,21.8,33,20,21,12,0,17,22,77.3,5,28,19,9,20,53,63,4,3,16,5,31.3,0.73,0.23,0.19,0.6,15.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,13,0.6,8,1,1,3,0,0,1,0.05,1,0,0,0,0,0,32,38,45.7,1468,1582,92.8,26089,8718,4,48,1,0,54
1505,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22,2002,0,0,0,29.5,3,6,9,3,0,0,2,0,0,26,31,8,65,20,0,121,3.7,3.7,5.4,9.1,2.4,0.6,0.09,-0.7,-0.7,75,73,180,0.1,0.2,0.3,0.1,0.3,0.12,0.18,0.31,0.12,0.31,29.5,37,25,14,16,7,13,56,23.2,43,23,1,22,20,57,12,0,3,41,15,36.6,1.39,0.51,0.07,0.2,15.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,79,2.68,65,0,5,2,3,4,11,0.37,9,0,1,1,0,0,40,56,41.7,512,791,64.7,7299,1914,39,35,21,7,73
1506,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21,2003,0,0,0,16.1,8,0,8,8,0,0,2,0,0,43,17,10,17,4,0,70,7.5,7.5,1.1,8.6,1.3,-1.1,0.15,0.5,0.5,42,76,93,0.5,0.0,0.5,0.5,0.5,0.47,0.07,0.54,0.47,0.54,16.1,41,21,15,18,8,14,40,35.0,26,14,1,13,4,45,9,0,8,51,24,47.1,3.17,1.49,0.16,0.33,15.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,42,2.61,33,0,5,4,0,0,0,0.0,0,0,0,0,0,0,8,23,25.8,522,631,82.7,7613,1710,18,53,16,2,76
1507,Javi López,es ESP,DF,Alavés,es La Liga,22,2002,0,0,0,26.5,1,3,4,1,0,0,3,0,0,25,29,1,105,10,0,123,0.9,0.9,3.0,4,2.5,0.0,0.05,0.1,0.1,53,92,120,0.04,0.11,0.15,0.04,0.15,0.04,0.11,0.15,0.04,0.15,26.5,23,12,11,9,3,15,26,57.7,11,25,9,16,10,33,77,1,1,18,3,16.7,0.68,0.11,0.06,0.33,17.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,51,1.92,39,2,4,2,4,0,8,0.3,6,0,1,0,1,0,28,22,56.0,775,1129,68.6,13424,5698,14,63,21,16,92
1508,Maxime Lopez,fr FRA,MF,Fiorentina,it Serie A,27,1997,0,0,0,8.9,0,0,0,0,0,0,1,0,0,8,5,0,16,7,0,46,0.2,0.2,0.6,0.8,0.6,-0.6,0.05,-0.2,-0.2,14,48,11,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,8.9,18,9,5,10,3,6,12,50.0,6,3,1,2,7,25,6,0,0,4,2,50.0,0.45,0.23,0.0,0.0,20.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,19,2.14,14,3,0,1,0,1,2,0.23,1,1,0,0,0,0,3,5,37.5,595,673,88.4,10449,3090,7,67,5,1,48
1509,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,27,1997,0,0,0,1.6,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,10,0.0,0.0,0.2,0.2,0.2,-0.2,0.0,0.0,0.0,2,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,1.6,2,1,1,1,0,1,2,50.0,1,1,1,0,2,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,5,3.21,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,124,136,91.2,2097,777,3,23,2,0,18
1510,Pau López,es ESP,GK,Marseille,fr Ligue 1,30,1994,33,33,2939,32.7,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,38,0.0,0.0,0.5,0.5,0.1,-0.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,32.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,39,1.19,124,86,71.0,13,11,9,7,21.2,3,3,0,0,0.0,10,0.31,9,1,0,0,0,0,1,0.03,1,0,0,0,0,0,3,0,100.0,924,1195,77.3,21981,14438,2,19,2,0,0
1511,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29,1995,0,0,0,23.4,1,2,3,1,0,0,8,0,0,60,22,3,73,16,0,160,1.1,1.1,2.5,3.7,2.7,-0.5,0.04,-0.1,-0.1,32,116,59,0.04,0.09,0.13,0.04,0.13,0.05,0.11,0.16,0.05,0.16,23.4,48,24,18,23,7,21,53,39.6,32,24,3,21,16,64,15,2,1,32,5,15.6,1.37,0.21,0.03,0.2,28.0,3,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,58,2.47,34,15,2,4,0,3,3,0.13,2,0,0,0,0,1,16,19,45.7,1184,1462,81.0,21271,6407,31,113,26,7,116
1512,Dion Lopy,sn SEN,MF,Almería,es La Liga,22,2002,0,0,0,21.3,0,0,0,0,0,0,5,0,0,30,40,0,7,15,0,149,1.3,1.3,1.2,2.4,0.7,-1.2,0.06,-1.3,-1.3,23,90,19,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,21.3,62,37,36,20,6,17,44,38.6,27,23,5,18,15,77,22,2,0,23,8,34.8,1.08,0.38,0.0,0.0,26.2,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,45,2.11,34,0,4,1,5,1,3,0.14,3,0,0,0,0,0,31,12,72.1,745,882,84.5,14551,3507,13,81,8,1,90
1513,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38,1986,0,0,0,28.6,1,2,3,1,0,0,10,0,0,38,22,5,6,25,0,136,2.3,2.3,1.5,3.7,1.0,0.5,0.08,-1.3,-1.3,11,100,42,0.03,0.07,0.1,0.03,0.1,0.08,0.05,0.13,0.08,0.13,28.6,63,37,15,40,8,23,51,45.1,28,37,8,29,25,88,51,0,1,28,6,21.4,0.98,0.21,0.04,0.17,18.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,43,1.5,34,0,2,3,3,1,2,0.07,2,0,0,0,0,0,82,54,60.3,649,896,72.4,9788,3147,19,69,10,3,100
1514,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,26,1998,0,0,0,20.0,1,0,1,1,0,0,4,0,0,12,25,0,20,16,0,72,0.9,0.9,1.1,2,1.3,-1.1,0.08,0.1,0.1,36,52,40,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.1,0.04,0.1,20.0,36,28,18,9,9,25,35,71.4,10,30,9,21,16,52,26,1,1,11,2,18.2,0.55,0.1,0.09,0.5,15.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,27,1.35,19,3,1,2,2,0,1,0.05,1,0,0,0,0,0,21,15,58.3,834,994,83.9,11866,3883,12,36,14,5,52
1515,Tom Louchet,fr FRA,"MF,DF",Nice,fr Ligue 1,21,2003,0,0,0,4.5,1,1,2,1,0,0,1,0,0,7,4,0,33,3,0,13,1.0,1.0,0.7,1.7,0.7,0.3,0.51,0.0,0.0,6,18,40,0.22,0.22,0.44,0.22,0.44,0.23,0.16,0.38,0.23,0.38,4.5,14,5,6,6,2,7,11,63.6,4,7,3,4,3,17,9,0,1,2,1,50.0,0.44,0.22,0.5,1.0,11.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,14,3.1,6,5,0,1,2,0,2,0.44,1,0,0,0,1,0,4,8,33.3,195,257,75.9,2973,772,7,9,5,2,18
1516,Imran Louza,ma MAR,MF,Lorient,fr Ligue 1,25,1999,0,0,0,9.6,1,3,4,1,0,0,1,0,0,16,15,0,53,9,0,57,1.1,1.1,2.5,3.6,2.4,0.5,0.05,-0.1,-0.1,19,83,36,0.1,0.31,0.42,0.1,0.42,0.11,0.27,0.37,0.11,0.37,9.6,13,7,2,8,3,2,8,25.0,6,8,1,7,9,22,4,0,1,22,5,22.7,2.29,0.52,0.05,0.2,23.2,2,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,46,4.8,25,16,1,3,1,0,3,0.31,2,1,0,0,0,0,9,8,52.9,465,583,79.8,8875,3020,25,65,15,1,83
1517,Matteo Lovato,it ITA,DF,Torino,it Serie A,24,2000,0,0,0,6.0,0,0,0,0,0,0,2,0,0,14,0,0,0,13,0,18,0.0,0.0,0.0,0,0.0,0.0,0.03,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,6.0,10,7,5,5,0,4,5,80.0,1,9,5,4,13,23,10,0,0,1,0,0.0,0.17,0.0,0.0,0.0,12.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,9,55.0,243,272,89.3,4102,968,0,6,0,0,4
1518,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,24,2000,0,0,0,10.5,0,0,0,0,0,0,2,0,0,7,5,0,1,18,0,47,0.0,0.0,0.2,0.2,0.2,-0.2,0.03,0.0,0.0,1,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,10.5,27,14,17,8,2,16,24,66.7,8,14,7,7,18,45,41,1,0,1,0,0.0,0.1,0.0,0.0,0.0,10.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,10,0.95,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,18,45.5,323,400,80.8,5859,2412,3,25,2,1,29
1519,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,35,1989,0,0,0,8.0,0,0,0,0,0,0,2,1,0,12,1,0,3,12,0,33,0.4,0.4,0.0,0.5,0.1,0.0,0.07,-0.4,-0.4,5,20,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,8.0,9,7,6,3,0,3,7,42.9,4,6,5,1,12,21,37,0,0,6,4,66.7,0.75,0.5,0.0,0.0,12.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,4,0.5,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,24,10,70.6,371,440,84.3,7463,2174,1,24,0,0,20
1520,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26,1998,0,0,0,22.1,1,3,4,1,0,0,1,1,0,25,23,1,82,21,0,118,3.5,3.5,3.3,6.8,3.0,-0.3,0.08,-2.5,-2.5,52,80,80,0.05,0.14,0.18,0.05,0.18,0.16,0.15,0.31,0.16,0.31,22.1,25,12,9,11,5,9,23,39.1,14,21,2,19,21,46,24,0,1,43,12,27.9,1.95,0.54,0.02,0.08,22.1,2,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,78,3.53,48,21,3,6,0,0,7,0.32,4,1,1,1,0,0,8,18,30.8,543,718,75.6,9199,2859,43,65,12,7,80
1521,Max Lowe,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,27,1997,0,0,0,5.6,0,0,0,0,0,0,1,0,0,7,3,1,8,5,0,7,0.6,0.6,0.7,1.3,0.1,-0.7,0.29,-0.6,-0.6,5,12,11,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.23,0.1,0.23,5.6,21,10,13,5,3,8,15,53.3,7,10,4,6,5,26,15,0,0,2,0,0.0,0.36,0.0,0.0,0.0,10.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,8,1.43,7,0,0,1,0,0,1,0.18,1,0,0,0,0,0,5,11,31.3,84,130,64.6,1242,436,2,6,3,0,12
1522,Anthony Lozano,hn HON,"MF,FW",Getafe,es La Liga,31,1993,0,0,0,1.0,0,0,0,0,0,0,1,0,0,6,1,1,1,0,0,2,0.2,0.2,0.3,0.4,0.2,-0.3,0.05,-0.2,-0.2,0,1,6,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0.43,0.18,0.43,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,4,0,0.0,3.91,0.0,0.0,0.0,15.2,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,2,1.94,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,7,50.0,10,16,62.5,128,43,1,1,1,1,1
1523,Anthony Lozano,hn HON,FW,Almería,es La Liga,31,1993,0,0,0,8.6,3,0,3,3,0,0,1,0,0,22,20,5,4,2,0,20,3.3,3.3,0.7,4,0.2,-0.7,0.14,-0.3,-0.3,12,16,24,0.35,0.0,0.35,0.35,0.35,0.38,0.08,0.46,0.38,0.46,8.6,7,5,2,5,0,4,7,57.1,3,6,1,5,2,9,12,0,3,23,9,39.1,2.68,1.05,0.13,0.33,13.3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,19,2.22,12,1,1,0,5,0,1,0.12,0,0,0,0,1,0,21,44,32.3,98,136,72.1,1362,383,7,12,1,0,16
1524,Lucas,br BRA,DF,Cádiz,es La Liga,23,2001,0,0,0,17.1,1,0,1,1,0,0,6,0,0,12,6,2,72,17,0,92,0.8,0.8,1.9,2.7,2.0,-1.9,0.07,0.2,0.2,30,47,65,0.06,0.0,0.06,0.06,0.06,0.05,0.11,0.16,0.05,0.16,17.1,47,27,32,11,4,32,55,58.2,23,27,4,23,17,64,45,0,1,11,4,36.4,0.64,0.23,0.09,0.25,21.5,3,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,41,2.4,31,8,0,1,0,1,1,0.06,0,0,0,0,0,1,11,23,32.4,595,807,73.7,9653,3843,22,33,21,14,47
1525,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,24,2000,0,0,0,28.8,8,4,12,8,0,0,6,0,0,52,54,21,8,3,0,71,7.8,7.8,1.6,9.4,0.6,2.4,0.13,0.2,0.2,10,18,118,0.28,0.14,0.42,0.28,0.42,0.27,0.06,0.33,0.27,0.33,28.8,19,11,4,11,4,5,20,25.0,15,18,3,15,3,22,36,1,8,61,25,41.0,2.12,0.87,0.13,0.32,12.9,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,46,1.6,29,0,1,9,6,1,4,0.14,3,0,0,1,0,0,95,93,50.5,271,454,59.7,3830,448,20,14,5,0,18
1526,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26,1998,0,0,0,24.6,0,0,0,0,0,0,1,0,0,10,18,1,1,16,0,136,0.8,0.8,0.3,1.1,0.4,-0.3,0.08,-0.8,-0.8,28,93,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,24.6,48,29,31,17,0,27,36,75.0,9,32,17,15,16,64,68,2,0,11,2,18.2,0.45,0.08,0.0,0.0,16.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,20,0.81,17,0,1,2,0,0,1,0.04,0,0,0,1,0,0,29,28,50.9,1734,1857,93.4,31124,9471,4,105,5,0,93
1527,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29,1995,0,0,0,19.9,1,2,3,1,0,0,2,0,0,24,12,1,82,11,0,112,0.5,0.5,2.6,3.1,2.5,-0.6,0.05,0.5,0.5,41,72,97,0.05,0.1,0.15,0.05,0.15,0.02,0.13,0.15,0.02,0.15,19.9,71,36,44,23,4,43,67,64.2,24,18,3,15,11,82,42,0,1,10,1,10.0,0.5,0.05,0.1,1.0,20.1,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,45,2.26,40,2,1,0,0,2,7,0.35,7,0,0,0,0,0,11,9,55.0,801,1062,75.4,14090,4670,25,50,22,12,72
1528,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,37,1987,0,0,0,11.6,7,0,7,7,0,0,0,0,0,3,4,13,10,7,0,38,5.6,5.6,0.6,6.1,0.8,-0.6,0.21,1.4,1.4,29,17,79,0.6,0.0,0.6,0.6,0.6,0.48,0.05,0.52,0.48,0.52,11.6,5,3,1,4,0,3,13,23.1,10,9,1,8,7,12,4,0,7,26,12,46.2,2.23,1.03,0.27,0.58,13.3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,24,2.06,15,0,3,5,1,0,3,0.26,3,0,0,0,0,0,2,12,14.3,154,214,72.0,2424,530,4,10,3,1,17
1529,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,34,1990,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2,1,1,1,0,1,1,100.0,0,2,1,1,1,3,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,100.0,25,32,78.1,513,194,0,2,0,0,2
1530,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,26,1998,0,0,0,33.3,9,5,14,5,4,4,12,0,0,51,41,0,115,23,0,184,6.9,3.8,5.4,9.2,5.3,-0.4,0.09,2.1,1.2,60,168,50,0.27,0.15,0.42,0.15,0.3,0.21,0.16,0.37,0.11,0.28,33.3,58,38,21,27,10,25,53,47.2,28,32,8,24,23,81,18,2,9,44,13,29.5,1.32,0.39,0.11,0.38,23.3,5,4,4,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,117,3.52,61,34,6,10,5,1,10,0.3,5,4,0,0,1,0,25,18,58.1,1800,2101,85.7,31199,7807,53,137,39,8,168
